album,file,key,chord,deg,color,p1,p1c,p2,p2c,prev3,prev3_color
10CD2_-_The_Beatles,CD2_-_08_-_Revolution_1.lab,B,E:sus2(b7),iv,sus2,iv,maj,bvii,maj,bvii,maj
10CD2_-_The_Beatles,CD2_-_08_-_Revolution_1.lab,B,E:maj6,iv,maj,iv,sus2,iv,maj,bvii,maj
10CD2_-_The_Beatles,CD2_-_08_-_Revolution_1.lab,B,E:7,iv,7,iv,maj,iv,sus2,iv,maj
10CD2_-_The_Beatles,CD2_-_08_-_Revolution_1.lab,B,B:min,i,min,iv,7,iv,maj,iv,sus2
10CD2_-_The_Beatles,CD2_-_08_-_Revolution_1.lab,B,E,iv,maj,i,min,iv,7,iv,maj
10CD2_-_The_Beatles,CD2_-_08_-_Revolution_1.lab,B,B:min,i,min,iv,maj,i,min,iv,7
10CD2_-_The_Beatles,CD2_-_08_-_Revolution_1.lab,B,G,bvi,maj,i,min,iv,maj,i,min
10CD2_-_The_Beatles,CD2_-_08_-_Revolution_1.lab,B,A,bvii,maj,bvi,maj,i,min,iv,maj
10CD2_-_The_Beatles,CD2_-_08_-_Revolution_1.lab,B,F#,v,maj,bvii,maj,bvi,maj,i,min
10CD2_-_The_Beatles,CD2_-_08_-_Revolution_1.lab,B,E,iv,maj,v,maj,bvii,maj,bvi,maj
10CD2_-_The_Beatles,CD2_-_08_-_Revolution_1.lab,B,A,bvii,maj,iv,maj,v,maj,bvii,maj
10CD2_-_The_Beatles,CD2_-_08_-_Revolution_1.lab,B,D,biii,maj,bvii,maj,iv,maj,v,maj
10CD2_-_The_Beatles,CD2_-_08_-_Revolution_1.lab,B,A,bvii,maj,biii,maj,bvii,maj,iv,maj
10CD2_-_The_Beatles,CD2_-_08_-_Revolution_1.lab,B,D,biii,maj,bvii,maj,biii,maj,bvii,maj
10CD2_-_The_Beatles,CD2_-_08_-_Revolution_1.lab,B,A,bvii,maj,biii,maj,bvii,maj,biii,maj
10CD2_-_The_Beatles,CD2_-_08_-_Revolution_1.lab,B,D,biii,maj,bvii,maj,biii,maj,bvii,maj
10CD2_-_The_Beatles,CD2_-_08_-_Revolution_1.lab,B,E,iv,maj,biii,maj,bvii,maj,biii,maj
10CD2_-_The_Beatles,CD2_-_08_-_Revolution_1.lab,B,A,bvii,maj,iv,maj,biii,maj,bvii,maj
10CD2_-_The_Beatles,CD2_-_08_-_Revolution_1.lab,B,A,bvii,maj,bvii,maj,iv,maj,biii,maj
10CD2_-_The_Beatles,CD2_-_08_-_Revolution_1.lab,B,A,bvii,maj,bvii,maj,bvii,maj,iv,maj
10CD2_-_The_Beatles,CD2_-_08_-_Revolution_1.lab,B,A,bvii,maj,bvii,maj,bvii,maj,bvii,maj
10CD2_-_The_Beatles,CD2_-_08_-_Revolution_1.lab,B,A,bvii,maj,bvii,maj,bvii,maj,bvii,maj
10CD2_-_The_Beatles,CD2_-_08_-_Revolution_1.lab,B,A,bvii,maj,bvii,maj,bvii,maj,bvii,maj
10CD2_-_The_Beatles,CD2_-_08_-_Revolution_1.lab,B,A,bvii,maj,bvii,maj,bvii,maj,bvii,maj
10CD2_-_The_Beatles,CD2_-_08_-_Revolution_1.lab,B,A,bvii,maj,bvii,maj,bvii,maj,bvii,maj
10CD2_-_The_Beatles,CD2_-_08_-_Revolution_1.lab,B,A,bvii,maj,bvii,maj,bvii,maj,bvii,maj
10CD2_-_The_Beatles,CD2_-_08_-_Revolution_1.lab,B,A,bvii,maj,bvii,maj,bvii,maj,bvii,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,E:min,vi,min,,,,,,
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,A,ii,maj,vi,min,,,,
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,A:min/4,ii,min,ii,maj,vi,min,,
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,C:min,iv,min,ii,min,ii,maj,vi,min
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,G,i,maj,iv,min,ii,min,ii,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,E:min,vi,min,i,maj,iv,min,ii,min
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,A,ii,maj,vi,min,i,maj,iv,min
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,A:min/4,ii,min,ii,maj,vi,min,i,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,C:min,iv,min,ii,min,ii,maj,vi,min
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,G,i,maj,iv,min,ii,min,ii,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,A:9,ii,maj,i,maj,iv,min,ii,min
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,D,v,maj,ii,maj,i,maj,iv,min
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,G,i,maj,v,maj,ii,maj,i,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,Eb,bvi,maj,i,maj,v,maj,ii,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,E,vi,maj,bvi,maj,i,maj,v,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,A,ii,maj,vi,maj,bvi,maj,i,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,D,v,maj,ii,maj,vi,maj,bvi,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,G,i,maj,v,maj,ii,maj,vi,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,Eb,bvi,maj,i,maj,v,maj,ii,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,D,v,maj,bvi,maj,i,maj,v,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,G,i,maj,v,maj,bvi,maj,i,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,Eb,bvi,maj,i,maj,v,maj,bvi,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,E,vi,maj,bvi,maj,i,maj,v,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,A,ii,maj,vi,maj,bvi,maj,i,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,D,v,maj,ii,maj,vi,maj,bvi,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,G,i,maj,v,maj,ii,maj,vi,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,E:min/5,vi,min,i,maj,v,maj,ii,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,A:7/3,ii,7,vi,min,i,maj,v,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,G,i,maj,ii,7,vi,min,i,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,F#:dim/b3,vii,dim,i,maj,ii,7,vi,min
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,B:dim,iii,dim,vii,dim,i,maj,ii,7
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,C,iv,maj,iii,dim,vii,dim,i,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,A:min,ii,min,iv,maj,iii,dim,vii,dim
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,D,v,maj,ii,min,iv,maj,iii,dim
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,G,i,maj,v,maj,ii,min,iv,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,Eb,bvi,maj,i,maj,v,maj,ii,min
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,E,vi,maj,bvi,maj,i,maj,v,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,A,ii,maj,vi,maj,bvi,maj,i,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,D,v,maj,ii,maj,vi,maj,bvi,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,G,i,maj,v,maj,ii,maj,vi,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,Eb,bvi,maj,i,maj,v,maj,ii,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,D,v,maj,bvi,maj,i,maj,v,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,G,i,maj,v,maj,bvi,maj,i,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,Eb,bvi,maj,i,maj,v,maj,bvi,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,E,vi,maj,bvi,maj,i,maj,v,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,A,ii,maj,vi,maj,bvi,maj,i,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,D,v,maj,ii,maj,vi,maj,bvi,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,G,i,maj,v,maj,ii,maj,vi,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,Eb,bvi,maj,i,maj,v,maj,ii,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,D,v,maj,bvi,maj,i,maj,v,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,G,i,maj,v,maj,bvi,maj,i,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,Eb,bvi,maj,i,maj,v,maj,bvi,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,E,vi,maj,bvi,maj,i,maj,v,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,A,ii,maj,vi,maj,bvi,maj,i,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,D,v,maj,ii,maj,vi,maj,bvi,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,G,i,maj,v,maj,ii,maj,vi,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,E:min/5,vi,min,i,maj,v,maj,ii,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,A:7/3,ii,7,vi,min,i,maj,v,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,G,i,maj,ii,7,vi,min,i,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,F#:dim/b3,vii,dim,i,maj,ii,7,vi,min
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,B:dim,iii,dim,vii,dim,i,maj,ii,7
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,C,iv,maj,iii,dim,vii,dim,i,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,A:min,ii,min,iv,maj,iii,dim,vii,dim
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,D,v,maj,ii,min,iv,maj,iii,dim
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,G,i,maj,v,maj,ii,min,iv,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,Eb,bvi,maj,i,maj,v,maj,ii,min
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,E,vi,maj,bvi,maj,i,maj,v,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,A,ii,maj,vi,maj,bvi,maj,i,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,D,v,maj,ii,maj,vi,maj,bvi,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,G,i,maj,v,maj,ii,maj,vi,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,Eb,bvi,maj,i,maj,v,maj,ii,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,D,v,maj,bvi,maj,i,maj,v,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,G,i,maj,v,maj,bvi,maj,i,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,Eb,bvi,maj,i,maj,v,maj,bvi,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,E,vi,maj,bvi,maj,i,maj,v,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,A,ii,maj,vi,maj,bvi,maj,i,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,D,v,maj,ii,maj,vi,maj,bvi,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,G,i,maj,v,maj,ii,maj,vi,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,Eb,bvi,maj,i,maj,v,maj,ii,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,D,v,maj,bvi,maj,i,maj,v,maj
10CD2_-_The_Beatles,CD2_-_09_-_Honey_Pie.lab,G,G,i,maj,v,maj,bvi,maj,i,maj
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,E:7,vi,7,,,,,,
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,E,vi,maj,vi,7,,,,
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,F#,vii,maj,vi,maj,vi,7,,
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,A,ii,maj,vii,maj,vi,maj,vi,7
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,G,i,maj,ii,maj,vii,maj,vi,maj
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,B,iii,maj,i,maj,ii,maj,vii,maj
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,E:min,vi,min,iii,maj,i,maj,ii,maj
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,C#:dim/b3,#iv,dim,vi,min,iii,maj,i,maj
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,C:maj7,iv,maj7,#iv,dim,vi,min,iii,maj
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,G,i,maj,iv,maj7,#iv,dim,vi,min
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,E:7,vi,7,i,maj,iv,maj7,#iv,dim
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,E,vi,maj,vi,7,i,maj,iv,maj7
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,F#,vii,maj,vi,maj,vi,7,i,maj
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,A,ii,maj,vii,maj,vi,maj,vi,7
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,G,i,maj,ii,maj,vii,maj,vi,maj
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,B,iii,maj,i,maj,ii,maj,vii,maj
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,E:min,vi,min,iii,maj,i,maj,ii,maj
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,C#:dim/b3,#iv,dim,vi,min,iii,maj,i,maj
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,C:maj7,iv,maj7,#iv,dim,vi,min,iii,maj
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,G,i,maj,iv,maj7,#iv,dim,vi,min
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,E:min,vi,min,i,maj,iv,maj7,#iv,dim
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,A,ii,maj,vi,min,i,maj,iv,maj7
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,A:sus4(2),ii,sus4,ii,maj,vi,min,i,maj
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,A,ii,maj,ii,sus4,ii,maj,vi,min
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,G,i,maj,ii,maj,ii,sus4,ii,maj
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,B,iii,maj,i,maj,ii,maj,ii,sus4
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,E:min,vi,min,iii,maj,i,maj,ii,maj
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,A,ii,maj,vi,min,iii,maj,i,maj
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,A:sus4(2),ii,sus4,ii,maj,vi,min,iii,maj
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,A,ii,maj,ii,sus4,ii,maj,vi,min
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,G,i,maj,ii,maj,ii,sus4,ii,maj
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,B,iii,maj,i,maj,ii,maj,ii,sus4
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,E,vi,maj,iii,maj,i,maj,ii,maj
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,F#,vii,maj,vi,maj,iii,maj,i,maj
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,A,ii,maj,vii,maj,vi,maj,iii,maj
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,G,i,maj,ii,maj,vii,maj,vi,maj
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,B,iii,maj,i,maj,ii,maj,vii,maj
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,E:min,vi,min,iii,maj,i,maj,ii,maj
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,C#:dim/b3,#iv,dim,vi,min,iii,maj,i,maj
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,C:maj7,iv,maj7,#iv,dim,vi,min,iii,maj
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,G,i,maj,iv,maj7,#iv,dim,vi,min
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,E:min,vi,min,i,maj,iv,maj7,#iv,dim
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,A,ii,maj,vi,min,i,maj,iv,maj7
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,A:sus4(2),ii,sus4,ii,maj,vi,min,i,maj
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,A,ii,maj,ii,sus4,ii,maj,vi,min
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,G,i,maj,ii,maj,ii,sus4,ii,maj
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,B,iii,maj,i,maj,ii,maj,ii,sus4
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,E:min,vi,min,iii,maj,i,maj,ii,maj
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,A,ii,maj,vi,min,iii,maj,i,maj
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,E:sus4(2),vi,sus4,ii,maj,vi,min,iii,maj
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,E,vi,maj,vi,sus4,ii,maj,vi,min
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,G,i,maj,vi,maj,vi,sus4,ii,maj
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,B,iii,maj,i,maj,vi,maj,vi,sus4
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,E,vi,maj,iii,maj,i,maj,vi,maj
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,F#,vii,maj,vi,maj,iii,maj,i,maj
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,A,ii,maj,vii,maj,vi,maj,iii,maj
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,G,i,maj,ii,maj,vii,maj,vi,maj
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,B,iii,maj,i,maj,ii,maj,vii,maj
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,E:min,vi,min,iii,maj,i,maj,ii,maj
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,C#:dim/b3,#iv,dim,vi,min,iii,maj,i,maj
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,C:maj7,iv,maj7,#iv,dim,vi,min,iii,maj
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,G,i,maj,iv,maj7,#iv,dim,vi,min
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,E:min,vi,min,i,maj,iv,maj7,#iv,dim
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,C#:dim/b3,#iv,dim,vi,min,i,maj,iv,maj7
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,C:maj7,iv,maj7,#iv,dim,vi,min,i,maj
10CD2_-_The_Beatles,CD2_-_10_-_Savoy_Truffle.lab,G,G,i,maj,iv,maj7,#iv,dim,vi,min
10CD2_-_The_Beatles,CD2_-_13_-_Good_Night.lab,G,G:maj7,i,maj7,,,,,,
10CD2_-_The_Beatles,CD2_-_13_-_Good_Night.lab,G,G:maj7,i,maj7,i,maj7,,,,
10CD2_-_The_Beatles,CD2_-_13_-_Good_Night.lab,G,G:maj7,i,maj7,i,maj7,i,maj7,,
10CD2_-_The_Beatles,CD2_-_13_-_Good_Night.lab,G,G:maj7,i,maj7,i,maj7,i,maj7,i,maj7
10CD2_-_The_Beatles,CD2_-_13_-_Good_Night.lab,G,G,i,maj,i,maj7,i,maj7,i,maj7
10CD2_-_The_Beatles,CD2_-_13_-_Good_Night.lab,G,B:min7,iii,min7,i,maj,i,maj7,i,maj7
10CD2_-_The_Beatles,CD2_-_13_-_Good_Night.lab,G,A:min7,ii,min7,iii,min7,i,maj,i,maj7
10CD2_-_The_Beatles,CD2_-_13_-_Good_Night.lab,G,D:sus4,v,sus4,ii,min7,iii,min7,i,maj
10CD2_-_The_Beatles,CD2_-_13_-_Good_Night.lab,G,D,v,maj,v,sus4,ii,min7,iii,min7
10CD2_-_The_Beatles,CD2_-_13_-_Good_Night.lab,G,G,i,maj,v,maj,v,sus4,ii,min7
10CD2_-_The_Beatles,CD2_-_13_-_Good_Night.lab,G,B:min7,iii,min7,i,maj,v,maj,v,sus4
10CD2_-_The_Beatles,CD2_-_13_-_Good_Night.lab,G,A:min7,ii,min7,iii,min7,i,maj,v,maj
10CD2_-_The_Beatles,CD2_-_13_-_Good_Night.lab,G,B:min,iii,min,ii,min7,iii,min7,i,maj
10CD2_-_The_Beatles,CD2_-_13_-_Good_Night.lab,G,A:min,ii,min,iii,min,ii,min7,iii,min7
10CD2_-_The_Beatles,CD2_-_13_-_Good_Night.lab,G,G,i,maj,ii,min,iii,min,ii,min7
10CD2_-_The_Beatles,CD2_-_13_-_Good_Night.lab,G,B:min7,iii,min7,i,maj,ii,min,iii,min
10CD2_-_The_Beatles,CD2_-_13_-_Good_Night.lab,G,A:min7,ii,min7,iii,min7,i,maj,ii,min
10CD2_-_The_Beatles,CD2_-_13_-_Good_Night.lab,G,B:min,iii,min,ii,min7,iii,min7,i,maj
10CD2_-_The_Beatles,CD2_-_13_-_Good_Night.lab,G,A:min,ii,min,iii,min,ii,min7,iii,min7
10CD2_-_The_Beatles,CD2_-_13_-_Good_Night.lab,G,C,iv,maj,ii,min,iii,min,ii,min7
10CD2_-_The_Beatles,CD2_-_13_-_Good_Night.lab,G,D,v,maj,iv,maj,ii,min,iii,min
10CD2_-_The_Beatles,CD2_-_13_-_Good_Night.lab,G,G:maj7,i,maj7,v,maj,iv,maj,ii,min
10CD2_-_The_Beatles,CD2_-_13_-_Good_Night.lab,G,C:maj(#4)/5,iv,maj,i,maj7,v,maj,iv,maj
10CD2_-_The_Beatles,CD2_-_13_-_Good_Night.lab,G,G:maj7,i,maj7,iv,maj,i,maj7,v,maj
10CD2_-_The_Beatles,CD2_-_13_-_Good_Night.lab,G,C:maj(#4)/5,iv,maj,i,maj7,iv,maj,i,maj7
10CD2_-_The_Beatles,CD2_-_13_-_Good_Night.lab,G,G,i,maj,iv,maj,i,maj7,iv,maj
10CD2_-_The_Beatles,CD2_-_13_-_Good_Night.lab,G,G,i,maj,i,maj,iv,maj,i,maj7
10CD2_-_The_Beatles,CD2_-_13_-_Good_Night.lab,G,G,i,maj,i,maj,i,maj,iv,maj
10CD2_-_The_Beatles,CD2_-_13_-_Good_Night.lab,G,B:min7,iii,min7,i,maj,i,maj,i,maj
10CD2_-_The_Beatles,CD2_-_13_-_Good_Night.lab,G,A:min7,ii,min7,iii,min7,i,maj,i,maj
10CD2_-_The_Beatles,CD2_-_13_-_Good_Night.lab,G,B:min,iii,min,ii,min7,iii,min7,i,maj
10CD2_-_The_Beatles,CD2_-_13_-_Good_Night.lab,G,A:min,ii,min,iii,min,ii,min7,iii,min7
10CD2_-_The_Beatles,CD2_-_13_-_Good_Night.lab,G,G,i,maj,ii,min,iii,min,ii,min7
10CD2_-_The_Beatles,CD2_-_13_-_Good_Night.lab,G,B:min7,iii,min7,i,maj,ii,min,iii,min
10CD2_-_The_Beatles,CD2_-_13_-_Good_Night.lab,G,A:min7,ii,min7,iii,min7,i,maj,ii,min
10CD2_-_The_Beatles,CD2_-_13_-_Good_Night.lab,G,B:min,iii,min,ii,min7,iii,min7,i,maj
10CD2_-_The_Beatles,CD2_-_13_-_Good_Night.lab,G,A:min,ii,min,iii,min,ii,min7,iii,min7
10CD2_-_The_Beatles,CD2_-_13_-_Good_Night.lab,G,G:maj7,i,maj7,ii,min,iii,min,ii,min7
10CD2_-_The_Beatles,CD2_-_13_-_Good_Night.lab,G,C:maj(#4)/5,iv,maj,i,maj7,ii,min,iii,min
10CD2_-_The_Beatles,CD2_-_13_-_Good_Night.lab,G,G:maj7,i,maj7,iv,maj,i,maj7,ii,min
10CD2_-_The_Beatles,CD2_-_13_-_Good_Night.lab,G,C:maj(#4)/5,iv,maj,i,maj7,iv,maj,i,maj7
10CD2_-_The_Beatles,CD2_-_13_-_Good_Night.lab,G,G,i,maj,iv,maj,i,maj7,iv,maj
10CD2_-_The_Beatles,CD2_-_13_-_Good_Night.lab,G,G,i,maj,i,maj,iv,maj,i,maj7
10CD2_-_The_Beatles,CD2_-_13_-_Good_Night.lab,G,G,i,maj,i,maj,i,maj,iv,maj
10CD2_-_The_Beatles,CD2_-_13_-_Good_Night.lab,G,A:min,ii,min,i,maj,i,maj,i,maj
10CD2_-_The_Beatles,CD2_-_13_-_Good_Night.lab,G,A,ii,maj,ii,min,i,maj,i,maj
